Year,ID,LaborStatus,MaritalStatus,NumChildren,Age,HighestSchoolCompleted,Sex,Race,ChildhoodFamilyIncome,TotalFamilyIncome,RespondentIncome,PoliticalParty,OpinionOfIncome,SexualOrientation
2014,1461,Working fulltime,Never married,3,30.000000,10,Male,White,Average,$10000 - 14999,$10000 - 14999,Independent,Below average,Heterosexual or straight
2014,1462,Retired,Widowed,3,79.000000,8,Female,White,Far below average,Refused,Not applicable,Not str democrat,Average,Not applicable
2014,1463,Working parttime,Married,2,43.000000,14,Female,White,Far below average,$25000 or more,$25000 or more,Not str democrat,Average,Heterosexual or straight
2014,1464,Working fulltime,Divorced,1,46.000000,9,Male,Other,Average,$15000 - 19999,$15000 - 19999,Independent,Average,No answer
2014,1465,Working fulltime,Widowed,2,51.000000,12,Female,Black,Average,$20000 - 24999,$20000 - 24999,Strong democrat,Below average,Heterosexual or straight
2014,1466,Retired,Divorced,4,59.000000,8,Female,Other,Below average,$8000 to 9999,Not applicable,"Ind,near rep",Below average,Heterosexual or straight
2014,1467,"Unempl, laid off",Never married,0,39.000000,12,Male,White,Average,$8000 to 9999,Not applicable,Other party,Far below average,"Gay, lesbian, or homosexual"
2014,1468,Other,Never married,0,51.000000,16,Female,White,Average,$10000 - 14999,Not applicable,Strong democrat,Far above average,Bisexual
2014,1469,Retired,Married,2,66.000000,12,Female,White,Average,$25000 or more,$10000 - 14999,Not str republican,Above average,Heterosexual or straight
2014,1470,Other,Married,1,32.000000,16,Male,Other,Above average,$25000 or more,$25000 or more,"Ind,near rep",Above average,Heterosexual or straight
2014,1471,Working fulltime,Married,0,55.000000,12,Male,White,Average,$25000 or more,$25000 or more,Not str republican,Average,Heterosexual or straight
2014,1472,Working fulltime,Married,3,62.000000,16,Male,White,Above average,$25000 or more,$25000 or more,Not str democrat,Average,Heterosexual or straight
2014,1473,School,Never married,1,19.000000,11,Male,White,Average,$25000 or more,Not applicable,Not str republican,Average,Heterosexual or straight
2014,1474,Retired,Married,3,75.000000,10,Male,White,Below average,$15000 - 19999,Not applicable,Not str democrat,Average,Not applicable
2014,1475,Working parttime,Never married,0,19.000000,12,Female,White,Average,$20000 - 24999,Not applicable,Not str democrat,Average,Heterosexual or straight
2014,1476,Working fulltime,Married,2,50.000000,12,Female,White,Far below average,$25000 or more,$15000 - 19999,Not str republican,Average,Heterosexual or straight
2014,1477,Working parttime,Married,3,37.000000,16,Female,White,Above average,$25000 or more,Don't know,Strong republican,Above average,Heterosexual or straight
2014,1478,Working fulltime,Divorced,6,43.000000,14,Male,White,Above average,$25000 or more,$25000 or more,Not str republican,Average,Heterosexual or straight
2014,1479,Working fulltime,Never married,0,26.000000,16,Male,White,Below average,$25000 or more,$10000 - 14999,Other party,Below average,Heterosexual or straight
2014,1480,Working parttime,Never married,0,19.000000,12,Female,White,Average,$20000 - 24999,$4000 to 4999,"Ind,near rep",Below average,Heterosexual or straight
2014,1481,Other,Never married,0,43.000000,12,Female,White,Far below average,$8000 to 9999,Not applicable,Other party,Far above average,Heterosexual or straight
2014,1482,Retired,Divorced,2,74.000000,14,Female,White,Average,$25000 or more,Not applicable,Independent,Above average,Heterosexual or straight
2014,1483,Working fulltime,Married,3,60.000000,12,Male,White,Below average,$25000 or more,$25000 or more,Not str democrat,Average,Heterosexual or straight
2014,1484,Working fulltime,Married,2,49.000000,16,Male,White,Average,$25000 or more,$25000 or more,"Ind,near rep",Above average,Heterosexual or straight
2014,1485,Other,Married,3,41.000000,15,Female,White,Average,$25000 or more,Not applicable,Strong democrat,Average,Heterosexual or straight
2014,1486,Working fulltime,Divorced,1,39.000000,12,Male,White,Average,$25000 or more,$25000 or more,Independent,Average,Heterosexual or straight
2014,1487,Keeping house,Married,3,59.000000,12,Female,White,Average,$25000 or more,Not applicable,Not str republican,Far above average,Heterosexual or straight
2014,1488,Retired,Widowed,5,77.000000,12,Male,White,Average,$25000 or more,Not applicable,Not str republican,Below average,Heterosexual or straight
2014,1489,Working fulltime,Never married,4,33.000000,10,Female,Black,Average,$15000 - 19999,Not applicable,Strong democrat,Below average,Heterosexual or straight
2014,1490,"Unempl, laid off",Divorced,2,51.000000,12,Male,White,Average,$25000 or more,$4000 to 4999,Strong democrat,Above average,Heterosexual or straight
2014,1491,Retired,Married,4,73.000000,12,Male,White,Don't know,Don't know,Not applicable,"Ind,near rep",Average,Heterosexual or straight
2014,1492,Working fulltime,Never married,0,34.000000,14,Male,White,Above average,$25000 or more,Not applicable,Not str democrat,Below average,Heterosexual or straight
2014,1493,Working parttime,Divorced,2,37.000000,16,Female,White,Average,$8000 to 9999,$8000 to 9999,Independent,Far below average,Heterosexual or straight
2014,1494,Working fulltime,Married,2,59.000000,10,Male,White,Far below average,$20000 - 24999,$20000 - 24999,"Ind,near rep",Far below average,Heterosexual or straight
2014,1495,Working fulltime,Divorced,1,55.000000,13,Male,Black,Below average,$25000 or more,$25000 or more,Strong democrat,Average,Heterosexual or straight
2014,1496,Retired,Married,1,72.000000,14,Female,White,Average,$25000 or more,Not applicable,Other party,Average,Heterosexual or straight
2014,1497,Working fulltime,Never married,0,50.000000,18,Female,White,Average,$25000 or more,$25000 or more,Strong democrat,Average,"Gay, lesbian, or homosexual"
2014,1498,Working fulltime,Married,2,60.000000,14,Female,White,Average,$25000 or more,$25000 or more,Not str republican,Average,Heterosexual or straight
2014,1499,Working parttime,Never married,0,41.000000,11,Male,White,Above average,$25000 or more,$4000 to 4999,Independent,Below average,Heterosexual or straight
2014,1500,Working parttime,Married,2,73.000000,11,Male,White,Average,$25000 or more,$10000 - 14999,Strong republican,Above average,Heterosexual or straight
2014,1501,Working fulltime,Married,3,45.000000,18,Female,White,Average,$25000 or more,$25000 or more,Not str republican,Above average,Heterosexual or straight
2014,1502,Working fulltime,Married,1,53.000000,12,Male,White,Average,$25000 or more,$25000 or more,Strong democrat,Below average,Heterosexual or straight
2014,1503,Working fulltime,Divorced,2,33.000000,14,Female,White,Average,$4000 to 4999,$3000 to 3999,Strong democrat,Average,Heterosexual or straight
2014,1504,Other,Divorced,5,57.000000,9,Male,White,Average,$5000 to 5999,Not applicable,Independent,Far below average,Not applicable
2014,1505,Working parttime,Divorced,2,66.000000,12,Male,White,Below average,$25000 or more,$10000 - 14999,Strong republican,Average,Heterosexual or straight
2014,1506,Working fulltime,Never married,0,46.000000,13,Female,White,Above average,$25000 or more,$25000 or more,"Ind,near rep",Average,"Gay, lesbian, or homosexual"
2014,1507,Working parttime,Married,2,52.000000,12,Female,White,Below average,$25000 or more,$5000 to 5999,"Ind,near dem",Average,Heterosexual or straight
2014,1508,Working fulltime,Divorced,2,60.000000,18,Female,White,Below average,$25000 or more,$25000 or more,Not str democrat,Below average,Heterosexual or straight
2014,1509,Working parttime,Never married,0,27.000000,13,Female,White,Above average,$15000 - 19999,$15000 - 19999,Not str democrat,Below average,Bisexual
2014,1510,Working parttime,Married,4,68.000000,10,Female,White,Average,$25000 or more,Not applicable,Strong republican,Average,Heterosexual or straight
2014,1511,Retired,Married,2,62.000000,15,Male,White,Far above average,Refused,Not applicable,"Ind,near rep",Average,Heterosexual or straight
2014,1512,Working fulltime,Married,2,65.000000,9,Male,White,Average,$25000 or more,$25000 or more,"Ind,near rep",Average,Heterosexual or straight
2014,1513,Working parttime,Married,5,68.000000,12,Male,White,Average,$25000 or more,Not applicable,Not str republican,Far below average,Not applicable
2014,1514,Working fulltime,Married,1,41.000000,16,Male,White,Average,$25000 or more,$25000 or more,Not str republican,Average,Heterosexual or straight
2014,1515,Working parttime,Married,3,63.000000,12,Female,White,Below average,$25000 or more,$3000 to 3999,Strong democrat,Average,Heterosexual or straight
2014,1516,Working fulltime,Married,1,33.000000,16,Female,White,Average,$25000 or more,$25000 or more,Independent,Average,Heterosexual or straight
2014,1517,Working parttime,Never married,0,21.000000,12,Male,Black,Far below average,$25000 or more,$5000 to 5999,Not str democrat,Far above average,Heterosexual or straight
2014,1518,Keeping house,Widowed,6,83.000000,12,Female,White,Average,$15000 - 19999,Not applicable,"Ind,near rep",Below average,Heterosexual or straight
2014,1519,Working fulltime,Married,7,47.000000,16,Female,White,Below average,$25000 or more,$25000 or more,Not str republican,Average,Heterosexual or straight
2014,1520,Working fulltime,Never married,2,36.000000,10,Female,Black,Below average,$15000 - 19999,$15000 - 19999,Independent,Below average,Heterosexual or straight
2014,1521,Retired,Divorced,2,67.000000,12,Male,White,Average,Refused,Not applicable,Independent,Average,Not applicable
2014,1522,Retired,Widowed,4,81.000000,16,Female,White,Above average,$10000 - 14999,Not applicable,Not str democrat,Average,Heterosexual or straight
2014,1523,Working parttime,Never married,0,26.000000,14,Male,White,Average,$25000 or more,Lt $1000,"Ind,near rep",Average,Heterosexual or straight
2014,1524,Keeping house,Divorced,4,49.000000,12,Female,White,Average,$25000 or more,Not applicable,"Ind,near rep",Below average,Heterosexual or straight
2014,1525,School,Never married,0,20.000000,13,Female,White,Average,Refused,$6000 to 6999,Not str republican,Below average,Heterosexual or straight
2014,1526,Working fulltime,Married,0,24.000000,13,Male,White,Average,$20000 - 24999,Not applicable,"Ind,near rep",Average,Heterosexual or straight
2014,1527,Working fulltime,Married,4,55.000000,13,Female,White,Average,Refused,Refused,Not str republican,Average,Heterosexual or straight
2014,1528,Working fulltime,Never married,0,28.000000,9,Male,White,Below average,$15000 - 19999,$15000 - 19999,Not str republican,Average,Heterosexual or straight
2014,1529,Retired,Married,3,78.000000,12,Female,White,Below average,$25000 or more,Not applicable,"Ind,near rep",Average,Heterosexual or straight
2014,1530,Retired,Divorced,3,83.000000,17,Female,White,Average,$20000 - 24999,$20000 - 24999,Strong democrat,Below average,Heterosexual or straight
2014,1531,Working fulltime,Married,0,37.000000,20,Male,White,Above average,$25000 or more,$25000 or more,Other party,Average,Heterosexual or straight
2014,1532,School,Never married,0,No answer,18,Female,White,Above average,Refused,Not applicable,Independent,Far below average,Bisexual
2014,1533,School,Never married,0,22.000000,16,Male,White,Above average,Don't know,$5000 to 5999,Independent,Above average,Heterosexual or straight
2014,1534,Retired,Widowed,4,55.000000,16,Female,White,Below average,$25000 or more,Not applicable,Strong democrat,Average,Heterosexual or straight
2014,1535,School,Married,0,30.000000,18,Male,Black,Far above average,Don't know,$25000 or more,Independent,Below average,Heterosexual or straight
2014,1536,Working parttime,Widowed,1,46.000000,10,Female,Other,Below average,$20000 - 24999,$3000 to 3999,Not str republican,Below average,No answer
2014,1537,Working fulltime,Married,2,45.000000,16,Male,White,Below average,Refused,Refused,Independent,Above average,Heterosexual or straight
2014,1538,Working fulltime,Married,1,57.000000,12,Female,White,Far below average,$25000 or more,$25000 or more,Independent,Below average,Heterosexual or straight
2014,1539,Retired,Divorced,2,63.000000,12,Male,White,Below average,$15000 - 19999,Not applicable,Independent,Below average,Heterosexual or straight
2014,1540,Other,Married,3,59.000000,9,Male,White,Far above average,$20000 - 24999,Not applicable,"Ind,near dem",Below average,Not applicable
2014,1541,Working fulltime,Never married,3,27.000000,10,Female,White,Below average,Don't know,Don't know,"Ind,near rep",Below average,Heterosexual or straight
2014,1542,Retired,Divorced,1,64.000000,12,Female,Black,Average,$15000 - 19999,Not applicable,Strong democrat,Average,Heterosexual or straight
2014,1543,Working fulltime,Never married,0,31.000000,12,Male,White,Average,Don't know,$20000 - 24999,Not str republican,Average,Heterosexual or straight
2014,1544,Working fulltime,Separated,2,40.000000,16,Male,White,Average,$25000 or more,$25000 or more,Strong republican,Above average,Heterosexual or straight
2014,1545,Working fulltime,Married,0,36.000000,17,Female,White,Average,$25000 or more,$25000 or more,Not str democrat,Average,Heterosexual or straight
2014,1546,Working fulltime,Married,1,51.000000,14,Male,White,Average,$25000 or more,$25000 or more,Independent,Average,Heterosexual or straight
2014,1547,Keeping house,Never married,2,46.000000,12,Female,White,Above average,$8000 to 9999,Not applicable,"Ind,near rep",Far above average,Heterosexual or straight
2014,1548,Working fulltime,Married,3,57.000000,14,Male,White,Far below average,$25000 or more,$25000 or more,Strong democrat,Below average,Heterosexual or straight
2014,1549,Working fulltime,Married,1,35.000000,18,Female,White,Average,$25000 or more,$25000 or more,Not str democrat,Average,Heterosexual or straight
2014,1550,Working fulltime,Never married,1,37.000000,15,Female,Black,Average,$25000 or more,$20000 - 24999,Not str democrat,Average,Heterosexual or straight
